BirdID,FinalSB,BodyMass,Stage,EP,Tissue,SiteEuth,DNAm,TLR4_RQ_proximal_intestine,TLR4_RQ_medial_intestine,TLR4_RQ_distal_intestine,TLR4_RQ_cecum
3170,3.660567,24.3,Male,low,blood,CG02,0,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,blood,CG03,1,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,blood,CG04,0,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,blood,CG05,0,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,spleen,CG01,0,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,spleen,CG02,0,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,spleen,CG03,1,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,spleen,CG04,0,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,spleen,CG05,0,1.209994089,2.828427125,1.328685814,2.321407829
3171,4.342514,20.2,Juvenile,high,liver,CG01,1,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,liver,CG02,1,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,liver,CG03,1,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,liver,CG04,0,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,liver,CG05,0,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,blood,CG01,NA,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,blood,CG02,NA,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,blood,CG03,NA,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,blood,CG04,NA,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,blood,CG05,NA,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,spleen,CG01,NA,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,spleen,CG02,NA,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,spleen,CG03,NA,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,spleen,CG04,NA,NA,NA,NA,NA
3171,4.342514,20.2,Juvenile,high,spleen,CG05,NA,NA,NA,NA,NA
3173,NA,21.8,Female,low,liver,CG01,1,NA,NA,NA,NA
3173,NA,21.8,Female,low,liver,CG02,1,NA,NA,NA,NA
3173,NA,21.8,Female,low,liver,CG03,1,NA,NA,NA,NA
3173,NA,21.8,Female,low,liver,CG04,0,NA,NA,NA,NA
3173,NA,21.8,Female,low,liver,CG05,0,NA,NA,NA,NA
3173,NA,21.8,Female,low,blood,CG01,NA,NA,NA,NA,NA
3173,NA,21.8,Female,low,blood,CG02,NA,NA,NA,NA,NA
3173,NA,21.8,Female,low,blood,CG03,NA,NA,NA,NA,NA
3173,NA,21.8,Female,low,blood,CG04,NA,NA,NA,NA,NA
3173,NA,21.8,Female,low,blood,CG05,NA,NA,NA,NA,NA
3173,NA,21.8,Female,low,spleen,CG01,NA,NA,NA,NA,NA
3173,NA,21.8,Female,low,spleen,CG02,NA,NA,NA,NA,NA
3173,NA,21.8,Female,low,spleen,CG03,NA,NA,NA,NA,NA
3173,NA,21.8,Female,low,spleen,CG04,NA,NA,NA,NA,NA
3173,NA,21.8,Female,low,spleen,CG05,NA,NA,NA,NA,NA
3174,4.258258,24.1,Male,high,liver,CG01,1,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,liver,CG02,1,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,liver,CG03,1,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,liver,CG04,0,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,liver,CG05,0,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,blood,CG01,0,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,blood,CG02,1,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,blood,CG03,1,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,blood,CG04,0,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,blood,CG05,0,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,spleen,CG01,0,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,spleen,CG02,1,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,spleen,CG03,1,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,spleen,CG04,0,0.537747195,1.064370182,0.643940815,0.765778999
3174,4.258258,24.1,Male,high,spleen,CG05,0,0.537747195,1.064370182,0.643940815,0.765778999
3176,3.1537145,NA,Male,low,liver,CG01,1,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,liver,CG02,1,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,liver,CG03,1,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,liver,CG04,0,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,liver,CG05,0,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,blood,CG01,NA,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,blood,CG02,NA,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,blood,CG03,NA,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,blood,CG04,NA,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,blood,CG05,NA,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,spleen,CG01,0,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,spleen,CG02,0,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,spleen,CG03,0,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,spleen,CG04,0,0.952637998,0.594603558,0.463294031,4.531535541
3176,3.1537145,NA,Male,low,spleen,CG05,0,0.952637998,0.594603558,0.463294031,4.531535541
3178,3.223489,23.2,Male,high,liver,CG01,1,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,liver,CG02,1,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,liver,CG03,1,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,liver,CG04,1,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,liver,CG05,0,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,blood,CG01,1,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,blood,CG02,1,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,blood,CG03,0,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,blood,CG04,0,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,blood,CG05,0,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,spleen,CG01,0,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,spleen,CG02,0,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,spleen,CG03,1,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,spleen,CG04,0,NA,0.438302861,NA,3.494291584
3178,3.223489,23.2,Male,high,spleen,CG05,0,NA,0.438302861,NA,3.494291584
3179,2.199252,21.5,Male,high,liver,CG01,1,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,liver,CG02,1,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,liver,CG03,1,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,liver,CG04,0,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,liver,CG05,1,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,blood,CG01,0,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,blood,CG02,1,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,blood,CG03,1,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,blood,CG04,0,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,blood,CG05,0,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,spleen,CG01,0,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,spleen,CG02,0,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,spleen,CG03,0,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,spleen,CG04,0,0.86154616,1.885569072,2.226843236,1.218410264
3179,2.199252,21.5,Male,high,spleen,CG05,0,0.86154616,1.885569072,2.226843236,1.218410264
3180,2.8482865,22.2,Juvenile,low,liver,CG01,1,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,liver,CG02,1,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,liver,CG03,1,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,liver,CG04,0,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,liver,CG05,0,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,blood,CG01,1,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,blood,CG02,0,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,blood,CG03,0,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,blood,CG04,0,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,blood,CG05,0,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,spleen,CG01,1,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,spleen,CG02,1,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,spleen,CG03,0,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,spleen,CG04,0,6.520578659,5.502167273,8.168097006,6.892369278
3180,2.8482865,22.2,Juvenile,low,spleen,CG05,0,6.520578659,5.502167273,8.168097006,6.892369278
3181,3.5381325,23.8,Juvenile,low,liver,CG01,1,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,liver,CG02,1,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,liver,CG03,1,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,liver,CG04,0,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,liver,CG05,0,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,blood,CG01,0,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,blood,CG02,0,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,blood,CG03,1,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,blood,CG04,0,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,blood,CG05,0,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,spleen,CG01,1,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,spleen,CG02,0,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,spleen,CG03,0,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,spleen,CG04,0,3.82378127,12.00031191,19.49456422,3.482202253
3181,3.5381325,23.8,Juvenile,low,spleen,CG05,0,3.82378127,12.00031191,19.49456422,3.482202253
3182,5.0547405,23.6,Female,low,liver,CG01,1,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,liver,CG02,1,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,liver,CG03,0,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,liver,CG04,0,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,liver,CG05,0,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,blood,CG01,1,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,blood,CG02,1,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,blood,CG03,0,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,blood,CG04,0,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,blood,CG05,0,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,spleen,CG01,NA,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,spleen,CG02,NA,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,spleen,CG03,NA,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,spleen,CG04,NA,0.882702996,1.624504793,1.071773463,1.101905116
3182,5.0547405,23.6,Female,low,spleen,CG05,NA,0.882702996,1.624504793,1.071773463,1.101905116
3184,1.027567,22.7,Female,high,liver,CG01,1,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,liver,CG02,1,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,liver,CG03,1,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,liver,CG04,1,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,liver,CG05,0,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,blood,CG01,1,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,blood,CG02,1,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,blood,CG03,0,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,blood,CG04,0,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,blood,CG05,0,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,spleen,CG01,0,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,spleen,CG02,0,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,spleen,CG03,0,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,spleen,CG04,0,0.512278412,0.556710809,0.52123288,1.333298677
3184,1.027567,22.7,Female,high,spleen,CG05,0,0.512278412,0.556710809,0.52123288,1.333298677
3185,NA,24.7,Male,high,liver,CG01,1,NA,NA,NA,NA
3185,NA,24.7,Male,high,liver,CG02,1,NA,NA,NA,NA
3185,NA,24.7,Male,high,liver,CG03,1,NA,NA,NA,NA
3185,NA,24.7,Male,high,liver,CG04,0,NA,NA,NA,NA
3185,NA,24.7,Male,high,liver,CG05,0,NA,NA,NA,NA
3185,NA,24.7,Male,high,blood,CG01,NA,NA,NA,NA,NA
3185,NA,24.7,Male,high,blood,CG02,NA,NA,NA,NA,NA
3185,NA,24.7,Male,high,blood,CG03,NA,NA,NA,NA,NA
3185,NA,24.7,Male,high,blood,CG04,NA,NA,NA,NA,NA
3185,NA,24.7,Male,high,blood,CG05,NA,NA,NA,NA,NA
3185,NA,24.7,Male,high,spleen,CG01,NA,NA,NA,NA,NA
3185,NA,24.7,Male,high,spleen,CG02,NA,NA,NA,NA,NA
3185,NA,24.7,Male,high,spleen,CG03,NA,NA,NA,NA,NA
3185,NA,24.7,Male,high,spleen,CG04,NA,NA,NA,NA,NA
3185,NA,24.7,Male,high,spleen,CG05,NA,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,liver,CG01,1,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,liver,CG02,1,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,liver,CG03,1,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,liver,CG04,0,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,liver,CG05,0,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,blood,CG01,NA,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,blood,CG02,NA,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,blood,CG03,NA,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,blood,CG04,NA,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,blood,CG05,NA,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,spleen,CG01,NA,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,spleen,CG02,NA,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,spleen,CG03,NA,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,spleen,CG04,NA,NA,NA,NA,NA
3186,3.1273845,21.4,Female,low,spleen,CG05,NA,NA,NA,NA,NA
3187,4.1331905,24.8,Male,low,liver,CG01,1,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,liver,CG02,1,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,liver,CG03,1,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,liver,CG04,0,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,liver,CG05,0,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,blood,CG01,0,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,blood,CG02,0,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,blood,CG03,1,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,blood,CG04,0,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,blood,CG05,0,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,spleen,CG01,1,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,spleen,CG02,1,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,spleen,CG03,1,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,spleen,CG04,0,1.024556823,1.647182035,1.711190051,1.945309895
3187,4.1331905,24.8,Male,low,spleen,CG05,0,1.024556823,1.647182035,1.711190051,1.945309895
3188,4.726932,19.9,Juvenile,low,liver,CG01,0,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,liver,CG02,NA,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,liver,CG03,0,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,liver,CG04,0,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,liver,CG05,0,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,blood,CG01,NA,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,blood,CG02,NA,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,blood,CG03,NA,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,blood,CG04,NA,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,blood,CG05,NA,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,spleen,CG01,1,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,spleen,CG02,0,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,spleen,CG03,1,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,spleen,CG04,0,5.617779503,0.335643126,3.482202253,1.185092771
3188,4.726932,19.9,Juvenile,low,spleen,CG05,0,5.617779503,0.335643126,3.482202253,1.185092771
3190,3.6276545,24,Male,high,liver,CG01,1,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,liver,CG02,1,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,liver,CG03,1,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,liver,CG04,0,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,liver,CG05,0,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,blood,CG01,1,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,blood,CG02,0,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,blood,CG03,0,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,blood,CG04,0,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,blood,CG05,0,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,spleen,CG01,0,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,spleen,CG02,1,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,spleen,CG03,1,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,spleen,CG04,0,1.222640278,1.711190051,1.840375301,2.37841423
3190,3.6276545,24,Male,high,spleen,CG05,0,1.222640278,1.711190051,1.840375301,2.37841423
3191,2.1505415,22.1,Male,high,liver,CG01,1,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,liver,CG02,1,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,liver,CG03,1,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,liver,CG04,0,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,liver,CG05,0,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,blood,CG01,1,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,blood,CG02,0,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,blood,CG03,0,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,blood,CG04,0,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,blood,CG05,0,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,spleen,CG01,1,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,spleen,CG02,1,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,spleen,CG03,1,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,spleen,CG04,0,0.598739352,1.064370182,1.972465409,2.370185542
3191,2.1505415,22.1,Male,high,spleen,CG05,0,0.598739352,1.064370182,1.972465409,2.370185542
3192,3.4881055,21.1,Female,low,liver,CG01,1,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,liver,CG02,1,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,liver,CG03,1,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,liver,CG04,0,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,liver,CG05,0,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,blood,CG01,0,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,blood,CG02,0,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,blood,CG03,1,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,blood,CG04,0,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,blood,CG05,0,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,spleen,CG01,0,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,spleen,CG02,0,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,spleen,CG03,1,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,spleen,CG04,0,1.380317353,6.475537732,0.232451236,3.041957506
3192,3.4881055,21.1,Female,low,spleen,CG05,0,1.380317353,6.475537732,0.232451236,3.041957506
